sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
EANGO,"Sección  Cooperación","Sección  Cooperación","Seccion","Agustín  Nicolás","Justo","Jefe  de  Sección","","",,"","","","eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ECUBA,"Sección  Cooperación","Sección  Cooperación","Seccion","Martín  ","Suaya","Jefe  de  Sección",,"",,"",,"","ecuba@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:30:00,"",
EBARB,"Sección  Cooperación  Internacional","International  Cooperation  Section","Seccion","","","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
EFRAN,"Sección  Cooperación  Internacional","Sección  Cooperación  Internacional","Seccion","Federico  Enrique  ","Horak","Jefe  de  Sección","0033144052736","",,"",,"","coop_efran@mrecic.gov.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
EALEM,"Sección  Cooperación  Internacional","Section  for  International  Cooperation","Seccion","Agustina  ","Lojoya  Fracchia","Jefe  de  Sección","00  49  (30)  2266  8947","",,"",,"","cooperacion_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
ESAFR,"Sección  Cooperación  Técnica","Technical  Cooperation  Section","Seccion","Facundo  Iván  ","Grimberg  Sosa","Jefe  de  Sección",,"",,"",,"","esafr@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ECORE,"Sección  Cooperación, Ciencia, Tecnologia  y  Transición  Energética","Sección  Cooperación, Ciencia, Tecnología  y  Transición  Energética","Seccion","Gustavo  Rodolfo  ","Adise","Jefa  de  Misión  Adjunta",,"",,"",,"","ecore@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
EESPA,"Sección  Cultura  y  Educación","Education","Seccion","Cecilia  ","Meirovich","Jefe  de  Sección","34  917710500  -19","",34  639707564,"","","","educacion.argenesp@mrecic.gov.ar","cultural.argenesp@mrecic.gov.ar","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"09.00  a  17.00  hs",
ESSED,"Sección  Cultura, Arte  y  Turismo","Art, Culture  and  Tourism","Seccion","Lucas  Paul  ","Quiroga  Zubreski","Jefe  de  Sección","39  06  686  5303","",39  366  832  5997,"","39  06  687  9021","","essed@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CBARC,"Sección  Cultura, Educación  y  Comunicación  ","Cultural  Promotion, Education  and  Social  Networks","Seccion","Erika  ","Imhof","Jefa  de  Sección","","",,"",,"","Cultura:  cultura_cbarc@cancilleria.gob.ar","Educación:  educacion_cbarc@cancilleria.gob.ar",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMOZA,"Sección  Cultural","Cultural  Section","Seccion","Hugo  Enrique  ","Marín","Jefe  de  Sección  Cultural","+(258)  21  421  242","",,"","","","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CSCRS,"Seccion  Cultural","Jefe  de  Seccion  Cultural","Seccion","Irene  Amelia  ","Lafferriere","Consul/esa  General  Adjunto/a","(591  3)  3324153","",,"","","","cscrs@mrecic.gov.ar","","https://cscrs.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,16:00:00,"",
EMEXI,"Sección  Cultural","Cultural  Department","Seccion","Leandro  Emiliano  ","Repetto","Jefe  de  Sección","00  52  (55)  5520  9430","",,"",,"","cultural_emexi@mrecic.gov.ar","",,"",,,,,"09:00  a  17:00  hrs.",
EQATR,"Sección  Cultural","Cultural","Seccion","Juan  Carlos  ","Sassaroli","Jefe  de  Sección  Cultural","+  974  4417  3601","",,"","","","eqatr@mrecic.gov.ar","",,"",,,,,"",
ETAIL,"Sección  Cultural","Cultural  Section","Seccion","Juan  Pablo  ","Volken","Jefe  de  Sección","+66  2259  0401","",,"","+66  2259  0402","","etail@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CRIOJ,"Sección  Cultural","Sección  Cultural","Seccion","Claudio  Ricardo  ","Gutiérrez","Cónsul  Adjunto","00  55  (21)  3850  -  8150  opción  4  ó  5.","",,"",,"","cultural_crioj@cancilleria.gob.ar","",,"",,,,,"9:30  a  17:30  hs.",
EALEM,"Sección  Cultural","Cultural  Section","Seccion","Agustina  ","Lojoya  Fracchia","Jefe  de  Sección  Cultural","00  49  (30)  2266  8922","",,"",,"","cultural_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EETIO,"Sección  Cultural","Cultural  Affairs","Seccion","Mariana  Yasmin  ","Pardini","Jefe  de  Sección  Cultural, Educativa  y  Turística","+251  11  6672574","",+251  924828795,"","+251116672548","","eetio@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
CMILA,"Sección  Cultural","Sección  Cultural","Seccion","Sec.  Simón","Germanetti","Cónsul  Adjunto","39  02  777294  22","",,"",,"","cmila@cancilleria.gov.ar","",,"",Lunes,Viernes,08:30:00,16:00:00,"",
ENORU,"Sección  Cultural","Cultural  Section","Seccion","Claudio  Alberto  ","Giacomino","Jefe  de  Sección  Cultural","47  23273207","",,"",,"","cultural.enoru@cancilleria.gob.ar","","https://enoru.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,16:00:00,"",
EECUA,"Sección  Cultural","Sección  Cultural","Seccion","Francisco  Renato  ","Zandanel","Jefe  de  Sección  Cultural","(593)  2256  -  2292  int.  205","",(593)  99  973  -  8957,"","","","culturales-eecua@cancilleria.gov.ar","","http://eecua.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EAUST,"Seccion  Cultural","Cultural  Section","Seccion","Carolina  ","Petryszyn","Jefa  de  Sección","61  262739111","",,"",,"","eaust@mrecic.gov.ar","","http://eaust.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EARGE,"Sección  Cultural","Sección  Cultural","Seccion","Fernando  Matías  ","Grille","Jefe  de  Sección  Cultural","+213  (0)  23187435","",+213  (0)  770381010,"","+213  (0)  23187439","","earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EISIA,"Sección  Cultural","Cultural  Section","Seccion","Juan  Ignacio  ","Lacunza","Jefe  de  Sección  Cultural","","",,"","","","eisia@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"09:00-16:00",
EKUWA,"Sección  Cultural","ekuwa","Seccion","Claudia  Alejandra  ","Zampieri","Embajador","(965)  25213202","",,"","(965)    25213202","","ekuwa@cancilleria.gob.ar","",,"",,,,,"08:30  a  15:30",
EIRLA,"Sección  Cultural","Cultural  Section","Seccion","Agostina  ","Salvaggio","Jefa  de  Sección  Cultural","353  1  269  1546","",353  87  980  5098,"",,"","cultural_eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EVENE,"Sección  Cultural","Sección  Cultural","Seccion","Eduardo  Alberto  ","Canale","Jefe  de  Sección  Cultural","58  212  2639012","",,"",,"","cultural_evene@mrecic.gov.ar","","https://evene.cancilleria.gob.ar/es","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
EEGIP,"Sección  Cultural","Cultural  Section","Seccion","Ciro  ","Romeni","Jefe  de  Sección","","",,"","","","cultural_eegip@cancilleria.gob.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EDINA,"Sección  Cultural","Cultural  Section","Seccion","Malén  ","Vázquez","Jefe  de  Sección  Cultural","33158082","",,"","","","edina.secom@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,16:00:00,"",
EUNGR,"Sección  Cultural","Cultural  Section","Seccion","José  ","Quintana","Jefe/a  de  Sección  Cultural","+36  1  326  0492","",,"",,"","  eungr@mrecic.gov.ar      ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHAIT,"Sección  Cultural","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador",,"",509  3676-0359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
EANGO,"Sección  Cultural","Sección  Cultural  y  Prensa","Seccion","Agustín  Nicolás","Justo","Jefe  de  Sección  Cultural","00244  222  323  286","",,"","","","eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ECHES,"Sección  Cultural","Cultural  Section  ","Seccion","Laura  Beatriz  ","Fracassa","Jefe  de  Sección","420  224  212  449","",,"",,"","eches-cultural@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"09:00  a  17:00  horas",
EURUG,"Sección  Cultural","Cultural  Section","Seccion","Melina  Vanesa  ","Strakalaitis","Jefe  de  Sección  Cultural","(+598)  2902  8166","",(+598)  92  947  601,"","(+598)  2900  8408","","cultural_eurug@mrecic.gov.ar","","eurug.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ETURQ,"Sección  Cultural","Cultural  Promotion","Seccion","María  Florencia  ","Grimalt","Jefe  de  Sección  Cultural","+90  312  446  2061","",,"","+90  312  446  2063  ","","eturq@cancilleria.gob.ar","","http://turquia.embajada.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ECUBA,"Sección  Cultural","Sección  Cultural","Seccion","","","Jefe  de  Sección  Cultural, Educativa  y  Turística",,"",,"",,"","ecuba@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:30:00,"",
EJAMA,"Sección  Cultural","Sección  Cultural","Seccion","Facundo  A.","Santiago","Jefe  de  Sección  Cultural",,"",,"",,"","ejama@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CVIGO,"Sección  Cultural","Sección  Cultural","Sección  Consular","Verónica  Paula  ","Pozzi","Agregada","34  986435822","",,"","34  986439292","","cvigo@cancilleria.gob.ar","","https://cvigo.cancilleria.gob.ar/es/cultura","",,,,,"",
CFRAN,"Sección  Cultural","Cultural  section","Seccion","Laura  Melina  ","Fueguel","Consul/esa  Adjunto/a",,"",,"",,"","eventos_cfran@cancilleria.gob.ar","",,"",,,,,"9  a  17  hs",
EJAPO,"Sección  Cultural  ","Cultural  affairs  ","Seccion","Mauricio  Germán  ","Muñoz","Jefe  de  Sección",,"",,"",,"","culturales_ejapo@mrecic.gov.ar","",,"",,,,,"9:00  a  18:00  hs",
EHOND,"Sección  Cultural","Sección  Cultural","Seccion","María  Jimena  ","Autiero  Simari","Jefe  de  Sección  Cultural","504  2232-3376","",504  9969-7424,"",,"","ehond@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ERUNI,"Sección  Cultural","Cultural  section","Seccion","Carlos  G.  ","Ortiz  de  Zárate","Jefe  de  Sección  Cultural","00  44  207  318  1300","",,"",,"","culture@argentine-embassy-uk.org","",,"",,,,,"9.30  a  17.30  hs",
EGUAT,"Sección  Cultural","Sección  cultural","Seccion","Carlos  Ignacio  ","Bunge","Jefa  de  Sección  Cultural","502  24645900","",502  ,"","502  ","","eguat@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,15:00:00,"8.00  a  15.00hs",
ELBNO,"Sección  Cultural","Sección  Prensa","Seccion","Juan  Jose","Beretervide","Jefe  de  Sección","961  1  210  803","",+96171897432,"",,"","elbno@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ESING,"Sección  Cultural","Cultural  Section","Seccion","Santiago  Rafael  ","Martino","Jefe  de  Sección  Cultural",,"",,"",,"","esing@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EBRAS,"Sección  Cultural","Sección  Cultural","Seccion","Joaquín  ","Coniglio","Jefe  de  Sección","55  61  3212-7600","",,"","55  61  3212-7666","","cultura_ebras@cancilleria.gob.ar","",,"",,,,,"",
EPOLO,"Sección  Cultural","Sección  Cultural","Seccion","Alicia  Irene  ","Falkowski","Jefa  de  Sección  Cultural","+48  226  176  028  /  29","",,"","+48  226  177  162","","cultura.epolo@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
ESUEC,"Sección  Cultural  ","Cultural  Department","Seccion","María  Victoria  ","Picazo","Jefe  de  Sección  Cultural","(0046)  86631965","",,"","","","esuec@cancilleria.gob.ar","","https://esuec.cancilleria.gob.ar/","",,,09:00:00,17:00:00,"09:00  a  17:00",
ECHIN,"Sección  Cultural  ","Sección  Cultura, Educación  y  Prensa","Seccion","","","Jefa  de  Sección","86  10  6532  1406  ","",,"",,"","echin@mrecic.gov.ar","culturalesechin@mrecic.gov.ar",,"",Lunes,Viernes,09:30:00,17:00:00,"",
EHILE,"Sección  Cultural","Cultural  Section","Seccion","Juan  Pablo  ","Fasano","Jefa  de  Sección  Cultural","56-2-2582  2504/11","",,"","56-2-2639  3321","","culturales_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CSHAN,"Sección  Cultural  ","Sección  Cultural","Seccion","Federico  ","Avramides","Jefe  de  Sección  Cultural",,"",,"",,"","cshan@mrecic.gov.ar","",,"",,,,,"10:00  a  17:00  hs.",
EGREC,"Sección  Cultural","Cultural  Affairs  Section","Seccion","Nicolás  Gustavo  ","Gauna","Jefe  de  Sección  Cultural","(30)  210  722  4710","",,"","(30)  210  722  7568","","cultural_egrec@cancilleria.gob.ar","","http://egrec.cancilleria.gov.ar/","",,,,,"9:00  -  15:00",
EBELG,"Sección  Cultural","Cultural  Section","Seccion","Federico  Adrián  ","Burella","Jefe  de  Sección  Cultural","00  32  647  7812","00  32  2  626  0486",,"","00  32  2  647  9319","","cultura_ebelg@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"de  9:00  a  17:00  hs.",
ESURI,"Sección  Cultural",,"Seccion","  Juan  Ignacio  ","Rossi  Sammartino","Jefe  de  Sección  Cultural, Educativa  y  Turística",,"",,"",,"",,"",,"",,,,,,
EFRAN,"Sección  Cultural","Sección  Cultural","Seccion","Micaela  ","Finkielsztoyn","Jefe  de  Sección  Cultural","0033144052700","",,"",,"","cultura_efran@mrecic.gov.ar","",,"",Lunes,Viernes,00:00:00,00:00:00,"09:00  a  13:00  y  14:00  a  17:00  hs",
ESUIZ,"Sección  Cultural","Cultural  Section","Seccion","Daniela  Paula  ","Duverne","Jefe  de  Sección","0041  (31)  356  43  42","",,"",,"","esuiz@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,19:00:00,"",
EPBAJ,"Sección  Cultural","Cultural  Section","Seccion","Gabriel  Alejandro  ","Girolamo","Jefe  de  Sección","  0031  70  3118421","",,"","","","cultura_epbaj@mrecic.gov.ar","",,"",,,,,"",
EUCRA,"Sección  Cultural","Sección  Cultural","Seccion","Elena  Leticia  ","Mikusinski","Jefe  de  Sección","","",,"","","","cultura_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EIRAN,"Sección  Cultural","Sección  Cultural","Seccion","Matías  Manuel  ","Baeza","Jefe  de  Sección  Cultural","98  21  2242  5297","",98  ,"","98  21  (0912)  840  8434  ","","eiran@mrecic.gob.ar","",,"",Domingo,Jueves,08:00:00,16:00:00,"",
CSIDN,"Sección  Cultural","Sección  Cultural","Seccion","Tomás  María","Ainchil","Cónsul  Adjunto",,"",,"",,"","csidn@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
ECANA,"Sección  Cultural  y  Cooperación  Internacional","Cultural  and  International  Cooperation  Affairs","Seccion","Luis  Eduardo  ","Susmann","Jefe  de  Sección  Cultural","","",,"","","","culturalecana@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EEEUU,"Sección  Cultural  y  de  Diplomacia  Pública","Jefe  de  Sección  Cultural  y  de  Diplomacia  Pública","Seccion","Victoria  ","Molteni","Jefe  de  Sección  Cultural","00  1  202  238  6408","",,"","00  1  202  332  3171","","cultural@embassyofargentina.us","",,"",,,,,"09:00  a  18:00  hs.",
ECORE,"Sección  Cultural  y  Educación  ","Cultural  Section","Seccion","Fernando  S.  ","Corrales  Barboza","Jefe  de  Sección","00  82  2  793  4062","",,"","00  82  2  792-5820","","ecoreedu@mrecic.gov.ar","ecoreturismo@mrecic.gov.ar","https://ecore.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,18:00:00,"",
ECOLO,"Sección  Cultural  y  Educativa","Sección  Cultural","Seccion","Federico  ","Romero  Pintos","Jefe  de  Sección","+57  601  288  0900","",,"","","","cultural_ecolo@cancilleria.gov.ar","",,"",,,,,"",
EAZER,"Sección  Cultural  y  Educativa","Sección  Cultural","Seccion","Leandro  Daniel  ","Verteramo","Jefe  de  Sección  Cultural, Educativa  y  Turística","+994  (12)  4935942/44/45","",+994  (51)  3667985,"","+994  (12)  4935943","","eazer@mrecic.gov.ar","","eazer.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EBARB,"Sección  Cultural  y  Prensa","Cultural  and  Press  Section","Seccion","","","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
ESERB,"Sección  Cultural, Educación  y  Turismo","Cultural, Education  and  Tourism  Section","Seccion","Javier  Antranik  ","Chalian","Jefe  de  Sección  Cultural, Educativa  y  Turística",,"",,"",,"","eserb@cancilleria.gob.ar","","eserb.cancilleria.gob.ar","",Lunes,Viernes,08:30:00,15:00:00,"09.00  a  15.00  hs",
EITAL,"Sección  Cultural, Educación, Ciencia  y  Tecnología  ","Cultural, Education, Science  and  Technology  Section","Seccion","Denise  Ana  ","Preguica  Bozic","Jefe  de  Sección  Cultural","(39-06)  4807  3335","",,"",,"","cultura_eital@mrecic.gov.ar","",,"",,,,,"Lunes  a  viernes  de  09.00  a  18.00  horas",
EPERU,"Sección  Cultural, Educación, Cooperación  Internacional  y  Prensa","Culture, Education  and  Press  ","Seccion","Diego  Martín  ","González","Jefe  de  Sección","(0051-1)  4414444","(0051-1)  4224304",,"",,"","cultural_eperu@mrecic.gov.ar","",,"",,,,,"9:00  A  17:30  HS",
ESAFR,"Sección  Cultural, Prensa  y  Diplomacia  Pública","Cultural, Press  and  Public  Diplomacy  Section","Seccion","Hugo  Matías  ","Almang","Jefe  de  Sección","27  12  4303524/7  ","",27  (0)  609921682,"","","","esafr@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EBOLV,"Sección  Cultural, Prensa, Educación, Visas , Culto  y  Malvinas","Sección  de  Asuntos  Culturales  y  Educación, Género  y  Trata  de  Personas.","Seccion","Germán  Fernando  ","López","Jefe  de  Sección","+591  2  2417737","+591  2  2417737",,"","591  2  2422727","","lkf@mrecic.gov.ar","","ebolv.mrecic.gov.ar","",,,,,"08:30  a  16:30",
CGMUM,"Sección  de  Administración","Administration  Section","Seccion","Humberto  Rubén  ","Monzón","Jefe  de  Sección  Administrativa","","",+91  9930310617,"","","","adm2_cgmum@mrecic.gov.ar","compras_cgmum@mrecic.gov.ar","www.cgmum.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"Working  hours  are  from  09:00  to  17:00",
EAZER,"Sección  de  Administración","Sección  de  Administración","Seccion","Víctor  Enrique  ","Marzari","Jefe  de  Sección  Administrativa","+994  12  4935942/44/45","",+994  (51)  3667985,"","+994  (12)  4935943","","eazer@mrecic.gov.ar","","www.eazer.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ETRIA,"Sección  de  Administración  y  Recursos  Humanos","Administrative  Section","Seccion","Fernando  Alberto  ","Semorile","Jefe  de  Sección  Administrativa","(43-1)  5335171","",,"",,"","administracion-etria@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMOZA,"Sección  de  Cooperación  Internacional  y  Ayuda  Humanitaria","International  Cooperation  and  Humanitarian  Aid  Section","Seccion","Noelia  S.","Guzmán  Bernales","Jefa  de  Sección","+(258)  21  421  242","",,"","","","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EITAL,"Sección  de  Cooperación  Internacional  y  Jurídica","International  and  Legal  Cooperation  Section","Seccion","Lucas  Ricardo  ","Paviolo","Jefe  de  Sección","39  0648073329","",,"",,"","eital@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EPERU,"Sección  de  Cooperación  Judicial","Sección  de  Cooperación  Judicial  y  Asuntos  de  Género","Seccion","Sofía  ","Etchegaray","Jefe  de  Sección",,"",,"",,"","eperu@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ETRIA,"Sección  de  Cooperación  Jurídica","Section  of  Legal  Cooperation  ","Seccion","María  Paula  ","Zannini","Jefa  de  Sección","43  15338463","",,"",,"","etria@mrecic.gov.ar;  embargviena@embargviena.at","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  de  Cultura  y  Educación","Culture, Sport, Tourism  and  Sport  Cooperation  Section","Seccion","Virginia  ","Iribarne","Jefe  de  Sección  Consular","+74955021025  ","",,"","","","cult_efrus@cancilleria.gob.ar","",,"",,,,,"9.30-18.00",
EALEM,"Sección  de  Prensa","Press  Section","Seccion","Agustina  ","Lojoya  Fracchia","Jefe  de  Sección  de  Prensa","00  49  (30)  2266  8939","",,"",,"","prensa_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHAIT,"Sección  de  Prensa","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador","509  2940/6711/12/13/14","",00  509  3676  0359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
EMEXI,"Sección  de  Prensa","Press  Department","Seccion","Leandro  Emiliano  ","Repetto","Jefe  de  Sección","  00  52  (55)  5520  9430","",,"",,"","prensa-emexi@mrecic.gov.ar","",,"",,,,,"09:00  a  17:00  hs",
EHOND,"Sección  de  Prensa","Sección  de  Prensa","Seccion","Daniela  ","Gutiérrez  Alvaro","Jefe  de  Sección  de  Prensa","504  2232-3376","",,"",,"","ehond@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EMOZA,"Sección  de  Prensa  y  Difusión","Press  and  Broadcasting","Seccion","Hugo  Enrique  ","Marín","Jefe  de  Sección","+  (258)  21  421  242","",,"","","","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  de  Prensa  y  Difusión","Press  and  Media  Services  Section","Seccion","Virginia  ","Iribarne","Jefe  de  Sección  de  Prensa","+74955021025  ","",,"","","","prensa.efrus@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
CSHAN,"Sección  Deportiva","Sección  Deportiva","Seccion","Federico  Nahuel  ","López  Brusau","Cónsul  Adjunto",,"",,"",,"","cshan@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EURUG,"Sección  Económica","Sección  Económica","Seccion","María  Valeria  ","Iglesias","Jefa  de  Sección","(+598)  2902  8166","",(+598)  92  947  601,"","(+598)  2900  8408","","comercial_eurug@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPAKI,"Sección  Económica","Camilo  Silberkasten","Seccion","","","Jefe  de  Sección  Económica  y  Comercial","92  518438120","",923078880057,"",,"","secom_epaki@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
EQATR,"Sección  Económica  -  Comercial","Commercial  Section","Seccion","Celina  ","Cirilo","Jefa  de  Sección  Económica  y  Comercial","+  974  4417  3601","",,"","","","secom_eqatr@mrecic.gov.ar","",,"",,,,,"",
EJAPO,"Sección  Económica  -  Comercial  (Promoción  Comercial  -  Comercio  Bilateral)","Economic  -  Trade  ","Seccion","Gastón  Ezequiel  ","Fielli","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"","comercial_ejapo@mrecic.gov.ar","",,"",,,,,"9:00  a  18:00  hs",
CMILA,"Sección  Economica  -  Comercial  e  Inversiones","Sección  Economica, Comercial  e  Inversiones","Seccion","Sec.  Lucas  Andrés","Candia","Cónsul  Adjunto","39  02  777  294  69","",,"",,"","cmila@cancilleria.gov.ar","",,"",Lunes,Viernes,08:30:00,16:00:00,"",
ELBNO,"Sección  Económica  -  Comercial  e  Inversiones","Sección  Económica  y  Comercial","Seccion","Juan  Jose","Beretervide","Jefe  de  Sección  Económica  y  Comercial","(961  -  1)  210  803  /804  int.14","",,"","","","comercial_elbno@mrecic.gov.ar","",,"",,,,,"",
EIRLA,"Sección  Económica  y    Comercial","Commercial  and  Economic  Section","Seccion","Juan  Andrés  ","Taccetti","Jefe/a  de  Sección  Económica  y  Comercial","353  1  269  1546","",353  87  980  5098,"","353  ","","comercial_eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESERB,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Javier  Antranik  ","Chalian","Jefe  de  Sección",,"",,"",,"","eserb@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EBARB,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Vanesa  Andrea  ","Romani","Jefa  de  Sección  Económica  y  Comercial","+1  (246)  537-1800  /  01","",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
ECEUR,"Sección  Económica  y  Comercial","Economic  and  Trade  Section","Seccion","María","Crespo","Jefa  de  Sección  Económica  y  Comercial","(+32)  2  648  93  71","",,"","","","eceur@cancilleria.gob.ar","",,"",,,,,"",""
EGREC,"Sección  Económica  y  Comercial","Economic  and  Commercial  Affairs  Section","Seccion","Nicolás  Gustavo  ","Gauna","Jefe  de  Sección  Económica  y  Comercial","(30-210)  722  4710","(30-210)  722  4753  //  (30-210)  724  4158  //  (30-210)  725  0946",,"","","","secom_egrec@cancilleria.gob.ar","","http://egrec.cancilleria.gov.ar/","",,,,,"9:00  -  15:00",
CRIOJ,"Sección  Económica  y  Comercial",,"Seccion","Vanina","Yanino","Cónsul  General  Adjunto","00  55  (21)  3850-8150  opción  3","",,"",,"","comercialrio@cancilleria.gob.ar","",,"",,,,,"9:30  a  17:30  hs.",
EETIO,"Sección  Económica  y  Comercial","Trade  and  Economic  Affairs","Seccion","Analía  Verónica  ","Enríquez","Jefe  de  Sección  Económica  y  Comercial","+251116672574","",+251  924828795,"","+251116672548","","eetio@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
EALEM,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section  ","Seccion","Martín  Facundo  ","Rearte","Jefe  de  Sección  Económica  y  Comercial","00  49  (30)  2266  8951","00  49  (30)  2266  8952",,"",,"","economia_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECHIN,"Sección  Económica  y  Comercial","Jefe  Secciòn  Econòmica  y  Comercial","Seccion","","","Jefe  de  Sección  Económica  y  Comercial","+86  10  6532  6602","86  10  6532  2875",+86-138-1085-4349,"","","","echinsecom@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"9  a  18  hs",
